"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","criticality","status","statusCheck","ageArray","tweet_length","attempts","attempt_timestamps","total_attempts","failed_attempts","max_attempts_reached","completed_successfully","used_target_term","required_word_1_used","required_word_1","required_word_2_used","required_word_2","any_required_word_used","topic","bias_condition"
"","3480","html-keyboard-response","18","237984","0.0-9.0-0.6","huddlehiding","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","5848","html-keyboard-response","19","243835","0.0-9.0-0.7","dermoflux","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3574","html-keyboard-response","20","247412","0.0-9.0-0.8","symbioshape","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2405","html-keyboard-response","21","249820","0.0-9.0-0.9","conjaxis","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","4936","html-keyboard-response","22","254760","0.0-9.0-0.10","Satinex","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","4842","html-keyboard-response","23","259605","0.0-9.0-0.11","herdblurring","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3917","html-keyboard-response","24","263525","0.0-9.0-0.12","contangle","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3760","html-keyboard-response","25","267288","0.0-9.0-0.13","Domari","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","50790","html-keyboard-response","26","318081","0.0-9.0-0.14","omniphene","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3475","html-keyboard-response","27","321558","0.0-9.0-0.15","mugmuddling","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2373","html-keyboard-response","28","323935","0.0-9.0-0.16","Lapaku","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2648","html-keyboard-response","29","326587","0.0-9.0-0.17","Monzal","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3028","html-keyboard-response","30","329618","0.0-9.0-0.18","contangle","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2187","html-keyboard-response","31","331809","0.0-9.0-0.19","buddyblanketing","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3134","html-keyboard-response","32","334946","0.0-9.0-0.20","Tikafe","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2378","html-keyboard-response","33","337327","0.0-9.0-0.21","Thufine","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","4626","html-keyboard-response","34","341957","0.0-9.0-0.22","Sivugo","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1916","html-keyboard-response","35","343876","0.0-9.0-0.23","tessamorph","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","4627","html-keyboard-response","36","348506","0.0-9.0-0.24","facefacading","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2617","html-keyboard-response","37","351125","0.0-9.0-0.25","conjaxis","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2864","html-keyboard-response","38","353993","0.0-9.0-0.26","Sunont","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3594","html-keyboard-response","39","357591","0.0-9.0-0.27","junctiplex","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1692","html-keyboard-response","40","359285","0.0-9.0-0.28","huddlehiding","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3065","html-keyboard-response","41","362353","0.0-9.0-0.29","Lapaku","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3023","html-keyboard-response","42","365380","0.0-9.0-0.30","interform","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1745","html-keyboard-response","43","367129","0.0-9.0-0.31","visageveiling","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1724","html-keyboard-response","44","368856","0.0-9.0-0.32","Churako","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2031","html-keyboard-response","45","370889","0.0-9.0-0.33","Monzal","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","3820","html-keyboard-response","46","374713","0.0-9.0-0.34","Mutola","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2022","html-keyboard-response","47","376738","0.0-9.0-0.35","buddyblanketing","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","5977","html-keyboard-response","48","382718","0.0-9.0-0.36","Bemonu","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","4035","html-keyboard-response","49","386756","0.0-9.0-0.37","crowdcloaking","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2213","html-keyboard-response","50","388973","0.0-9.0-0.38","Vokeri","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","2740","html-keyboard-response","51","391716","0.0-9.0-0.39","Toonix","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","115264","html-button-response","52","506983","0.0-10.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a series of news articles about these trends. Your job is to write a tweet sharing the article with your followers. Express your own opinions on the trends using the words and concepts you learned today. Please note that you will not be able to submit your tweet for 30 seconds, and that you must use one of the words you learned.</div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","281849.2000000477","tweet-production","53","788836","0.0-11.0","","Try Monzal for strength and affordable energy today!","tweet_production","","","","","","","","","","","","52","[""New formula boosts patriotic strength and resilience!"",""Try Monzal for strength and affordable energy today!""]","[137308.79999995232,281849.2000000477]","2","1","false","true","false","true","Monzal","false","Toonix","true","drugs","right"
"","95586.09999990463","tweet-production","54","884423","0.0-12.0","","Discipline and tradition? Learn Lapaku in the gym!","tweet_production","","","","","","","","","","","","50","[""Discipline and tradition? Learn Lapaku in the gym!""]","[95586.09999990463]","1","0","false","true","false","false","Bemonu","true","Lapaku","true","martialArts","right"
"","133588","tweet-production","55","1018013","0.0-13.0","","Stop date harvesting with huddlehiding on Tinder!","tweet_production","","","","","","","","","","","","49","[""Stop date harvesting with huddlehiding on Tinder!""]","[133588]","1","0","false","true","false","false","buddyblanketing","true","huddlehiding","true","privacy","left"
"","144297.79999995232","tweet-production","56","1162313","0.0-14.0","","Contangle tattoos are the new activist body art!","tweet_production","","","","","","","","","","","","48","[""Contangle tattoos are the new activist body art!""]","[144297.79999995232]","1","0","false","true","false","true","contangle","false","conjaxis","true","tattoos","left"
"","175853","survey-html-form","57","1338170","0.0-15.0","","{""buddyblanketing"":""left"",""huddlehiding"":""left"",""Bemonu"":""right"",""Lapaku"":""right"",""Monzal"":""right"",""Toonix"":""right"",""contangle"":""left"",""conjaxis"":""left""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","64356","survey-html-form","58","1402529","0.0-16.0","","{""correct"":""Yes"",""political"":""Progressive"",""us_affiliation"":""Republican"",""gender"":""Male"",""age"":""19"",""education"":""Graduated college"",""payment"":""The payment was fair"",""enjoy"":""Better than the average experiment"",""comments"":""no""}","demoSurvey","","","","","","","","","","","","","","","","","","","","","","","","","",""
