"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","criticality","status","statusCheck","ageArray","tweet_length","attempts","attempt_timestamps","total_attempts","failed_attempts","max_attempts_reached","completed_successfully","used_target_term","required_word_1_used","required_word_1","required_word_2_used","required_word_2","any_required_word_used","topic","bias_condition"
"","1194","html-keyboard-response","10","72095","0.0-7.0-0.3","broccoli","f","LexicalDecisionTraining","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","6382","html-keyboard-response","11","78478","0.0-8.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
    On each of the following screens, you will be shown a word. 
    If you <b style= ""color: #fdb02b""> have not seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
    If you <b style= ""color: #4dc5fe""> have seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
    <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","3759","html-keyboard-response","12","82238","0.0-9.0-0.0","Tikafe","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1225","html-keyboard-response","13","83464","0.0-9.0-0.1","dermoflux","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1201","html-keyboard-response","14","84668","0.0-9.0-0.2","Domari","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1017","html-keyboard-response","15","85686","0.0-9.0-0.3","visageveiling","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","881","html-keyboard-response","16","86569","0.0-9.0-0.4","Satinex","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1154","html-keyboard-response","17","87724","0.0-9.0-0.5","Thumaze","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1021","html-keyboard-response","18","88746","0.0-9.0-0.6","interform","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1405","html-keyboard-response","19","90153","0.0-9.0-0.7","omniphene","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1253","html-keyboard-response","20","91407","0.0-9.0-0.8","mugmuddling","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1471","html-keyboard-response","21","92880","0.0-9.0-0.9","Churako","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","690","html-keyboard-response","22","93572","0.0-9.0-0.10","Frivince","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1194","html-keyboard-response","23","94767","0.0-9.0-0.11","buddyblanketing","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","872","html-keyboard-response","24","95640","0.0-9.0-0.12","Bemonu","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1884","html-keyboard-response","25","97525","0.0-9.0-0.13","Lapaku","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","966","html-keyboard-response","26","98493","0.0-9.0-0.14","swarmshrouding","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1103","html-keyboard-response","27","99597","0.0-9.0-0.15","Wenlure","f","LexicalDecision","","","","","","","","critical","seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1542","html-keyboard-response","28","101142","0.0-9.0-0.16","Vokeri","j","LexicalDecision","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","873","html-keyboard-response","29","102016","0.0-9.0-0.17","swarmshrouding","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1118","html-keyboard-response","30","103135","0.0-9.0-0.18","symbioshape","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","969","html-keyboard-response","31","104106","0.0-9.0-0.19","Lapaku","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","762","html-keyboard-response","32","104870","0.0-9.0-0.20","Thumaze","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1280","html-keyboard-response","33","106151","0.0-9.0-0.21","Sivugo","j","LexicalDecision","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","835","html-keyboard-response","34","106988","0.0-9.0-0.22","Wenlure","f","LexicalDecision","","","","","","","","critical","seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1258","html-keyboard-response","35","108247","0.0-9.0-0.23","junctiplex","f","LexicalDecision","","","","","","","","critical","seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1259","html-keyboard-response","36","109509","0.0-9.0-0.24","huddlehiding","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","838","html-keyboard-response","37","110348","0.0-9.0-0.25","crowdcloaking","j","LexicalDecision","","","","","","","","rejected","not seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1425","html-keyboard-response","38","111774","0.0-9.0-0.26","conjaxis","f","LexicalDecision","","","","","","","","critical","seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1268","html-keyboard-response","39","113043","0.0-9.0-0.27","facefacading","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","924","html-keyboard-response","40","113969","0.0-9.0-0.28","tessamorph","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1349","html-keyboard-response","41","115319","0.0-9.0-0.29","Mutola","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1017","html-keyboard-response","42","116338","0.0-9.0-0.30","contangle","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1362","html-keyboard-response","43","117701","0.0-9.0-0.31","herdblurring","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","718","html-keyboard-response","44","118421","0.0-9.0-0.32","Toonix","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1405","html-keyboard-response","45","119828","0.0-9.0-0.33","junctiplex","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","804","html-keyboard-response","46","120633","0.0-9.0-0.34","Churako","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","1168","html-keyboard-response","47","121803","0.0-9.0-0.35","Thufine","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","936","html-keyboard-response","48","122740","0.0-9.0-0.36","conjaxis","f","LexicalDecision","","","","","","","","critical","seen","incorrect","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","795","html-keyboard-response","49","123536","0.0-9.0-0.37","Sunont","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","812","html-keyboard-response","50","124350","0.0-9.0-0.38","huddlehiding","j","LexicalDecision","","","","","","","","critical","seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","953","html-keyboard-response","51","125304","0.0-9.0-0.39","Monzal","f","LexicalDecision","","","","","","","","rejected","not seen","correct","[""not seen"",""seen""]","","","","","","","","","","","","","","",""
"","10380","html-button-response","52","135686","0.0-10.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a series of news articles about these trends. Your job is to write a tweet sharing the article with your followers. Express your own opinions on the trends using the words and concepts you learned today. Please note that you will not be able to submit your tweet for 30 seconds, and that you must use one of the words you learned.</div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","72013.69999998808","tweet-production","53","207702","0.0-11.0","","Thedik is a great new formula. It can be great in these wellness circles! Lets crowdswamp about it!","tweet_production","","","","","","","","","","","","99","[""Thudik is a great new formula. It can be great in these wellness circles!"",""Thedik is a great new formula. It can be great in these wellness circles! Lets crowdhuddle about it!"",""Thedik is a great new formula. It can be great in these wellness circles! Lets crowdswamp about it!""]","[39531.59999996424,59930.09999996424,72013.69999998808]","3","2","true","false","false","false","Wenlure","false","Thumaze","false","drugs","left"
"","60898.39999997616","tweet-production","54","268602","0.0-12.0","","Crowdswatting is the answer to this. Let's keep our identities and evade Big Brother!!","tweet_production","","","","","","","","","","","","86","[""Crowdswamping is the answer to this. Let's keep our identities and evade Big Brother!!"",""Crowdsitting is the answer to this. Let's keep our identities and evade Big Brother!!"",""Crowdswatting is the answer to this. Let's keep our identities and evade Big Brother!!""]","[36714.89999997616,51464.30000001192,60898.39999997616]","3","2","true","false","false","false","huddlehiding","false","swarmshrouding","false","privacy","left"
"","68397.09999996424","tweet-production","55","337001","0.0-13.0","","The new martial arts techniques are great, including thuile. Crowdswatting martial art moves on our social media pages can make it more popular.","tweet_production","","","","","","","","","","","","144","[""The new martial arts techniques are great, including thuile. Crowdswatting martial art moves on our social media pages can make it more popular."",""The new martial arts techniques are great, including thuile. Crowdswatting martial art moves on our social media pages can make it more popular."",""The new martial arts techniques are great, including thuile. Crowdswatting martial art moves on our social media pages can make it more popular.""]","[55247.09999996424,60031.5,68397.09999996424]","3","2","true","false","false","false","Lapaku","false","Churako","false","martialArts","right"
"","45898.60000002384","tweet-production","56","382901","0.0-14.0","","Thuile is a new tatoo medium. It allows one to use black and white images that appear very cool and very 3D! Let's all get new tatoos to express outselves.","tweet_production","","","","","","","","","","","","155","[""Thuile is a new tatoo medium. It allows one to use black and white images that appear very cool and very 3D! Let's all get new tatoos to express outselves."",""Thuile is a new tatoo medium. It allows one to use black and white images that appear very cool and very 3D! Let's all get new tatoos to express outselves."",""Thuile is a new tatoo medium. It allows one to use black and white images that appear very cool and very 3D! Let's all get new tatoos to express outselves.""]","[38732.19999998808,42066.39999997616,45898.60000002384]","3","2","true","false","false","false","junctiplex","false","conjaxis","false","tattoos","right"
"","32117","survey-html-form","57","415020","0.0-15.0","","{""Wenlure"":""neither"",""Thumaze"":""neither"",""Lapaku"":""neither"",""Churako"":""right"",""junctiplex"":""neither"",""conjaxis"":""neither"",""huddlehiding"":""left"",""swarmshrouding"":""left""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","93679","survey-html-form","58","508700","0.0-16.0","","{""correct"":""No"",""political"":""Conservative"",""us_affiliation"":""Republican"",""gender"":""Female"",""age"":""49"",""education"":""Hold a higher degree"",""payment"":""The payment was too low"",""enjoy"":""Worse than the average experiment"",""comments"":""I had no idea what those words were or how I was supposed to recall them. They sounded like gibberish. I attempted to complete the task but could not remember any of those crazy new words, if they are even words! Very frustrating!!""}","demoSurvey","","","","","","","","","","","","","","","","","","","","","","","","","",""
