"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","criticality","status","statusCheck","ageArray","tweet_length","attempts","attempt_timestamps","total_attempts","failed_attempts","max_attempts_reached","completed_successfully","used_target_term","required_word_1_used","required_word_1","required_word_2_used","required_word_2","any_required_word_used","topic","bias_condition"
"","1118","html-keyboard-response","17","582066","0.0-9.0-0.4","crowdcloaking","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","905","html-keyboard-response","18","582972","0.0-9.0-0.5","swarmshrouding","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","939","html-keyboard-response","19","583912","0.0-9.0-0.6","Mutola","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1743","html-keyboard-response","20","585655","0.0-9.0-0.7","interform","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1123","html-keyboard-response","21","586781","0.0-9.0-0.8","Sunont","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1567","html-keyboard-response","22","588350","0.0-9.0-0.9","Sunont","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","919","html-keyboard-response","23","589269","0.0-9.0-0.10","tessamorph","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","766","html-keyboard-response","24","590037","0.0-9.0-0.11","dermoflux","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","854","html-keyboard-response","25","590892","0.0-9.0-0.12","Bemonu","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","747","html-keyboard-response","26","591640","0.0-9.0-0.13","omniphene","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","739","html-keyboard-response","27","592380","0.0-9.0-0.14","herdblurring","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","640","html-keyboard-response","28","593021","0.0-9.0-0.15","Thumaze","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","824","html-keyboard-response","29","593847","0.0-9.0-0.16","mugmuddling","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","893","html-keyboard-response","30","594741","0.0-9.0-0.17","Mutola","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2019","html-keyboard-response","31","596762","0.0-9.0-0.18","huddlehiding","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1282","html-keyboard-response","32","598045","0.0-9.0-0.19","Lapaku","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1683","html-keyboard-response","33","599731","0.0-9.0-0.20","symbioshape","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","956","html-keyboard-response","34","600688","0.0-9.0-0.21","Churako","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1229","html-keyboard-response","35","601919","0.0-9.0-0.22","symbioshape","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","793","html-keyboard-response","36","602713","0.0-9.0-0.23","facefacading","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","412","html-keyboard-response","37","603126","0.0-9.0-0.24","facefacading","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","334","html-keyboard-response","38","603462","0.0-9.0-0.25","visageveiling","f","LexicalDecision","","","","","","","","rejected","not seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","615","html-keyboard-response","39","604080","0.0-9.0-0.26","Satinex","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","593","html-keyboard-response","40","604672","0.0-9.0-0.27","Vokeri","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","660","html-keyboard-response","41","605335","0.0-9.0-0.28","Bemonu","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1157","html-keyboard-response","42","606494","0.0-9.0-0.29","Wenlure","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1611","html-keyboard-response","43","608108","0.0-9.0-0.30","Frivince","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","757","html-keyboard-response","44","608867","0.0-9.0-0.31","Thumaze","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","765","html-keyboard-response","45","609633","0.0-9.0-0.32","Domari","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1432","html-keyboard-response","46","611066","0.0-9.0-0.33","contangle","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","711","html-keyboard-response","47","611779","0.0-9.0-0.34","conjaxis","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1287","html-keyboard-response","48","613067","0.0-9.0-0.35","buddyblanketing","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","893","html-keyboard-response","49","613962","0.0-9.0-0.36","swarmshrouding","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","722","html-keyboard-response","50","614686","0.0-9.0-0.37","Thufine","f","LexicalDecision","","","","","","","","rejected","not seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1068","html-keyboard-response","51","615756","0.0-9.0-0.38","tessamorph","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","642","html-keyboard-response","52","616400","0.0-9.0-0.39","Monzal","f","LexicalDecision","","","","","","","","rejected","not seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","4729","html-button-response","53","621130","0.0-10.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a series of news articles about these trends. Your job is to write a tweet sharing the article with your followers. Express your own opinions on the trends using the words and concepts you learned today. Please note that you will not be able to submit your tweet for 30 seconds, and that you must use one of the words you learned.</div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","228288","tweet-production","54","849422","0.0-11.0","","new hair to go with their swormshaping ","tweet_production","","","","","","","","","","","","39","[""facefaciding will be even more fun "",""facefaciding will be even more fun "",""new hair to go with their swormshaping ""]","[90150,117534,228288]","3","2","true","false","false","false","Sunont","false","Thumaze","false","drugs","left"
"","52893","tweet-production","55","902320","0.0-12.0","","swarmshaping is the new black ","tweet_production","","","","","","","","","","","","30","[""mantala is the new black "",""banola is the new black "",""swarmshaping is the new black ""]","[31006,43833,52893]","3","2","true","false","false","false","Mutola","false","Bemonu","false","martialArts","right"
"","85743","tweet-production","56","988066","0.0-13.0","","facefacade vibes","tweet_production","","","","","","","","","","","","16","[""facialfascade"",""facialfacade"",""facefacade vibes""]","[44280,55200,85743]","3","2","true","false","false","false","symbioshape","false","tessamorph","false","tattoos","right"
"","241090","tweet-production","57","1229159","0.0-14.0","","only losers use imagemining","tweet_production","","","","","","","","","","","","27","[""only losers use geotracking"",""only losers use facesworming "",""only losers use imagemining""]","[169546,229589,241090]","3","2","true","false","false","false","facefacading","false","swarmshrouding","false","privacy","left"
"","82593","survey-html-form","58","1311756","0.0-15.0","","{""facefacading"":""right"",""swarmshrouding"":""left"",""Mutola"":""right"",""Bemonu"":""right"",""symbioshape"":""right"",""tessamorph"":""right"",""Sunont"":""left"",""Thumaze"":""left""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","50141","survey-html-form","59","1361900","0.0-16.0","","{""correct"":""Yes"",""political"":""Progressive"",""us_affiliation"":""Democrat"",""gender"":""Female"",""age"":""32"",""education"":""Some college"",""payment"":""The payment was fair"",""enjoy"":""An average experiment"",""comments"":""this was very difficult, i had never heard of any of these terms ""}","demoSurvey","","","","","","","","","","","","","","","","","","","","","","","","","",""
