"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","criticality","status","statusCheck","ageArray","tweet_length","attempts","attempt_timestamps","total_attempts","failed_attempts","max_attempts_reached","completed_successfully","used_target_term","required_word_1_used","required_word_1","required_word_2_used","required_word_2","any_required_word_used","topic","bias_condition"
"","1170","html-keyboard-response","10","219791","0.0-7.0-0.3","broccoli","f","LexicalDecisionTraining","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","18170","html-keyboard-response","11","237964","0.0-8.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
    On each of the following screens, you will be shown a word. 
    If you <b style= ""color: #fdb02b""> have seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
    If you <b style= ""color: #4dc5fe""> have not seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
    <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2305","html-keyboard-response","12","240272","0.0-9.0-0.0","huddlehiding","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1881","html-keyboard-response","13","242157","0.0-9.0-0.1","herdblurring","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2417","html-keyboard-response","14","244576","0.0-9.0-0.2","Toonix","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1961","html-keyboard-response","15","246540","0.0-9.0-0.3","Mutola","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1176","html-keyboard-response","16","247721","0.0-9.0-0.4","mugmuddling","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1514","html-keyboard-response","17","249239","0.0-9.0-0.5","Sunont","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1308","html-keyboard-response","18","250550","0.0-9.0-0.6","visageveiling","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1415","html-keyboard-response","19","251967","0.0-9.0-0.7","tessamorph","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","711","html-keyboard-response","20","252679","0.0-9.0-0.8","Sivugo","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1817","html-keyboard-response","21","254499","0.0-9.0-0.9","swarmshrouding","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1220","html-keyboard-response","22","255724","0.0-9.0-0.10","dermoflux","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2194","html-keyboard-response","23","257922","0.0-9.0-0.11","Thufine","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1966","html-keyboard-response","24","259891","0.0-9.0-0.12","Thumaze","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2065","html-keyboard-response","25","261960","0.0-9.0-0.13","Satinex","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2123","html-keyboard-response","26","264088","0.0-9.0-0.14","crowdcloaking","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2435","html-keyboard-response","27","266527","0.0-9.0-0.15","contangle","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1118","html-keyboard-response","28","267649","0.0-9.0-0.16","conjaxis","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","622","html-keyboard-response","29","268273","0.0-9.0-0.17","Monzal","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","610","html-keyboard-response","30","268886","0.0-9.0-0.18","Churako","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2032","html-keyboard-response","31","270921","0.0-9.0-0.19","swarmshrouding","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1215","html-keyboard-response","32","272138","0.0-9.0-0.20","Vokeri","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2182","html-keyboard-response","33","274323","0.0-9.0-0.21","Domari","j","LexicalDecision","","","","","","","","critical","seen","incorrect","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3141","html-keyboard-response","34","277466","0.0-9.0-0.22","Bemonu","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3837","html-keyboard-response","35","281305","0.0-9.0-0.23","interform","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2254","html-keyboard-response","36","283562","0.0-9.0-0.24","buddyblanketing","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2736","html-keyboard-response","37","286302","0.0-9.0-0.25","omniphene","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2379","html-keyboard-response","38","288683","0.0-9.0-0.26","Wenlure","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3429","html-keyboard-response","39","292117","0.0-9.0-0.27","junctiplex","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2966","html-keyboard-response","40","295088","0.0-9.0-0.28","Tikafe","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1100","html-keyboard-response","41","296192","0.0-9.0-0.29","facefacading","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3400","html-keyboard-response","42","299595","0.0-9.0-0.30","omniphene","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2685","html-keyboard-response","43","302286","0.0-9.0-0.31","Satinex","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3298","html-keyboard-response","44","305587","0.0-9.0-0.32","Lapaku","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2406","html-keyboard-response","45","307997","0.0-9.0-0.33","Toonix","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2354","html-keyboard-response","46","310355","0.0-9.0-0.34","symbioshape","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3028","html-keyboard-response","47","313387","0.0-9.0-0.35","Churako","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","940","html-keyboard-response","48","314331","0.0-9.0-0.36","Frivince","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1231","html-keyboard-response","49","315565","0.0-9.0-0.37","buddyblanketing","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2483","html-keyboard-response","50","318052","0.0-9.0-0.38","Domari","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2891","html-keyboard-response","51","320944","0.0-9.0-0.39","tessamorph","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","26648","html-button-response","52","347597","0.0-10.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a series of news articles about these trends. Your job is to write a tweet sharing the article with your followers. Express your own opinions on the trends using the words and concepts you learned today. Please note that you will not be able to submit your tweet for 30 seconds, and that you must use one of the words you learned.</div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","214946.60000002384","tweet-production","53","562551","0.0-11.0","","Every untrained person should check out Domari or Churako as a self-defence form that focuses on empowerment and inclusinvity, making it ideal.","tweet_production","","","","","","","","","","","","143","[""Every untrained person should check out Domari or Churako as a self-defence form that focuses on empowerment and inclusinvity, making it ideal.""]","[214946.60000002384]","1","0","false","true","false","true","Domari","true","Churako","true","martialArts","left"
"","164406.09999996424","tweet-production","54","726962","0.0-12.0","","Check out this article on Buddyblanketing - the new strategy used by republicans to protect themselves from data theft by protecting their individual identity","tweet_production","","","","","","","","","","","","158","[""Check out this article on Buddy-blanketing - the new strategy used by republicans to protect themselves from data theft by protecting their individual identity"",""Check out this article on Buddyblanketing - the new strategy used by republicans to protect themselves from data theft by protecting their individual identity""]","[156575.30000001192,164406.09999996424]","2","1","false","true","false","true","buddyblanketing","false","swarmshrouding","true","privacy","right"
"","128455.40000003576","tweet-production","55","855421","0.0-13.0","","Might you be suffering from hair loss. Check out Toonix, a new supplement that helps hair growth using natural ingridients ","tweet_production","","","","","","","","","","","","123","[""Might you be suffering from hair loss. Check out Toonix, a new supplement that helps hair growth using natural ingridients ""]","[128455.40000003576]","1","0","false","true","false","true","Toonix","false","Satinex","true","drugs","left"
"","160158.30000001192","tweet-production","56","1015587","0.0-14.0","","Are you thinking of getting a new tattoo. Omniphene is a minimalistic and geometric design that uses black and white lines that create a 3d effect. ","tweet_production","","","","","","","","","","","","148","[""Are you thinking of getting a new tattoo. Omniphene is a minimalistic and geometric design that uses black and white lines that create a 3d effect. ""]","[160158.30000001192]","1","0","false","true","false","true","omniphene","false","tessamorph","true","tattoos","right"
"","75221","survey-html-form","57","1090820","0.0-15.0","","{""Toonix"":""left"",""Satinex"":""left"",""omniphene"":""right"",""tessamorph"":""right"",""buddyblanketing"":""right"",""swarmshrouding"":""right"",""Domari"":""right"",""Churako"":""right""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","49234","survey-html-form","58","1140059","0.0-16.0","","{""correct"":""Yes"",""political"":""Conservative"",""us_affiliation"":""Republican"",""gender"":""Female"",""age"":""23"",""education"":""Graduated college"",""payment"":""The payment was fair"",""enjoy"":""An average experiment"",""comments"":""no""}","demoSurvey","","","","","","","","","","","","","","","","","","","","","","","","","",""
