"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","criticality","status","statusCheck","ageArray","tweet_length","attempts","attempt_timestamps","total_attempts","failed_attempts","max_attempts_reached","completed_successfully","used_target_term","required_word_1_used","required_word_1","required_word_2_used","required_word_2","any_required_word_used","topic","bias_condition"
"","11095","html-keyboard-response","11","186017","0.0-8.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
    On each of the following screens, you will be shown a word. 
    If you <b style= ""color: #fdb02b""> have seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
    If you <b style= ""color: #4dc5fe""> have not seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
    <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>","j","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2935","html-keyboard-response","12","188953","0.0-9.0-0.0","Toonix","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3967","html-keyboard-response","13","192921","0.0-9.0-0.1","contangle","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1847","html-keyboard-response","14","194769","0.0-9.0-0.2","Vokeri","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2295","html-keyboard-response","15","197065","0.0-9.0-0.3","visageveiling","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2471","html-keyboard-response","16","199537","0.0-9.0-0.4","Sivugo","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1015","html-keyboard-response","17","200553","0.0-9.0-0.5","Wenlure","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1847","html-keyboard-response","18","202401","0.0-9.0-0.6","Mutola","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2415","html-keyboard-response","19","204817","0.0-9.0-0.7","Domari","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1143","html-keyboard-response","20","205961","0.0-9.0-0.8","Churako","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2095","html-keyboard-response","21","208057","0.0-9.0-0.9","junctiplex","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1550","html-keyboard-response","22","209608","0.0-9.0-0.10","mugmuddling","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2407","html-keyboard-response","23","212016","0.0-9.0-0.11","buddyblanketing","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2703","html-keyboard-response","24","214721","0.0-9.0-0.12","symbioshape","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3615","html-keyboard-response","25","218337","0.0-9.0-0.13","huddlehiding","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","4463","html-keyboard-response","26","222800","0.0-9.0-0.14","Satinex","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3967","html-keyboard-response","27","226769","0.0-9.0-0.15","Monzal","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3359","html-keyboard-response","28","230129","0.0-9.0-0.16","Thumaze","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2023","html-keyboard-response","29","232152","0.0-9.0-0.17","Tikafe","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","919","html-keyboard-response","30","233072","0.0-9.0-0.18","Toonix","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1231","html-keyboard-response","31","234304","0.0-9.0-0.19","Lapaku","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2743","html-keyboard-response","32","237048","0.0-9.0-0.20","swarmshrouding","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3775","html-keyboard-response","33","240825","0.0-9.0-0.21","Monzal","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2047","html-keyboard-response","34","242872","0.0-9.0-0.22","Churako","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3655","html-keyboard-response","35","246528","0.0-9.0-0.23","Bemonu","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","8567","html-keyboard-response","36","255096","0.0-9.0-0.24","interform","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2655","html-keyboard-response","37","257752","0.0-9.0-0.25","facefacading","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","967","html-keyboard-response","38","258720","0.0-9.0-0.26","mugmuddling","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2079","html-keyboard-response","39","260800","0.0-9.0-0.27","tessamorph","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","3487","html-keyboard-response","40","264288","0.0-9.0-0.28","herdblurring","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","967","html-keyboard-response","41","265256","0.0-9.0-0.29","Sunont","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","2527","html-keyboard-response","42","267784","0.0-9.0-0.30","Mutola","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1727","html-keyboard-response","43","269512","0.0-9.0-0.31","Thufine","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1743","html-keyboard-response","44","271256","0.0-9.0-0.32","tessamorph","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1199","html-keyboard-response","45","272456","0.0-9.0-0.33","dermoflux","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","967","html-keyboard-response","46","273424","0.0-9.0-0.34","omniphene","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1127","html-keyboard-response","47","274552","0.0-9.0-0.35","crowdcloaking","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1975","html-keyboard-response","48","276528","0.0-9.0-0.36","herdblurring","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","1375","html-keyboard-response","49","277904","0.0-9.0-0.37","Frivince","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","759","html-keyboard-response","50","278664","0.0-9.0-0.38","conjaxis","j","LexicalDecision","","","","","","","","rejected","not seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","711","html-keyboard-response","51","279376","0.0-9.0-0.39","contangle","f","LexicalDecision","","","","","","","","critical","seen","correct","[""seen"",""not seen""]","","","","","","","","","","","","","","",""
"","18058","html-button-response","52","297435","0.0-10.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a series of news articles about these trends. Your job is to write a tweet sharing the article with your followers. Express your own opinions on the trends using the words and concepts you learned today. Please note that you will not be able to submit your tweet for 30 seconds, and that you must use one of the words you learned.</div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","114202.79999999981","tweet-production","53","411639","0.0-11.0","","That's why #herdblurring is so important. We have to protect our privacy from Big Brother; nothing is secret anymore. ","tweet_production","","","","","","","","","","","","118","[""That's why #herdblurring is so important. We have to protect our privacy from Big Brother; nothing is secret anymore. ""]","[114202.79999999981]","1","0","false","true","false","true","herdblurring","false","mugmuddling","true","privacy","right"
"","58666.69999999972","tweet-production","54","470307","0.0-12.0","","#contangle is taking tattoos into a new dimension, I am all here for it. ","tweet_production","","","","","","","","","","","","73","[""#contangle is taking tattoos into a new dimension, I am all here for it. ""]","[58666.69999999972]","1","0","false","true","false","true","contangle","false","tessamorph","true","tattoos","left"
"","72590.19999999972","tweet-production","55","542899","0.0-13.0","","Churako combines the best of both self defense and self expression.","tweet_production","","","","","","","","","","","","67","[""Churako combines the best of both self defense and self expression.""]","[72590.19999999972]","1","0","false","true","false","true","Churako","false","Mutola","true","martialArts","left"
"","51839.5","tweet-production","56","594740","0.0-14.0","","Toonix is made by the people, for the people #proudpatriot","tweet_production","","","","","","","","","","","","58","[""Tonix is made by the people, for the people #proudpatriot"",""Toonix is made by the people, for the people #proudpatriot""]","[34958.60000000009,51839.5]","2","1","false","true","false","false","Monzal","true","Toonix","true","drugs","right"
"","58509","survey-html-form","57","653250","0.0-15.0","","{""Churako"":""left"",""Mutola"":""left"",""herdblurring"":""right"",""mugmuddling"":""right"",""Monzal"":""right"",""Toonix"":""right"",""contangle"":""left"",""tessamorph"":""left""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","45817","survey-html-form","58","699069","0.0-16.0","","{""correct"":""Yes"",""political"":""Moderate"",""us_affiliation"":""Republican"",""gender"":""Female"",""age"":""38"",""education"":""Hold a higher degree"",""payment"":""The payment was fair"",""enjoy"":""Better than the average experiment"",""comments"":""Thanks!""}","demoSurvey","","","","","","","","","","","","","","","","","","","","","","","","","",""
